,postUrl,image_text,description,likeCount,commentCount,img_text_promos,img_landscape,img_campers_caravans,outdoor_acitivies,cap_rei_challenges,cap_outdoor_running,cap_hiking_gear,cap_rei_promos
112,https://www.instagram.com/p/CW3MLX-gzN0/,Product Sleeve Font Recipe Collar Ingredient Cuisine Jacket Electric blue Tableware,"The best deals of the week are ending today! Shop before they’re gone. Link in bio.

While supplies last. Discount based on original prices",1432,13,0.973684211,0.00877193,0.00877193,0.00877193,0.071428571,0.006493506,0.006493506,0.915584416
113,https://www.instagram.com/p/CW5_uDhpPu_/,Smile People in nature Happy Beard Flash photography Grass Black hair Leisure Grass family Child Atmosphere World Natural landscape Happy Font Mountain Sky Landscape Horizon Calm Water resources World Organism Happy Natural landscape Font Adaptation Horizon Water Landscape Cloud Atmosphere Sky Natural landscape World Font Cumulus Horizon Landscape Meteorological phenomenon,The Million Dollar Match—donate to the REI Cooperative Action Fund today. We’ll match every dollar up to $1 million through 12/31/21. Swipe through to see the organizations the REI Cooperative Action Fund partners with and supports. Donate at the link in bio. #GivingTuesday,1912,15,0.285425101,0.710526316,0.002024291,0.002024291,0.792763158,0.003289474,0.003289474,0.200657895
114,https://www.instagram.com/p/CW9hRTXFPFn/,Sky Snow Cloud Sports equipment Mountain Slope Ski Equipment Tree Outdoor recreation Ski,These 'shoes were made for walking (in snow). ❄️❄️❄️ Check out our favorite snowshoes of the year at the link in our bio. Our favorites are available now for co-op members to purchase.,2625,12,0.007462687,0.231343284,0.007462687,0.753731343,0.006097561,0.006097561,0.37195122,0.615853659
115,https://www.instagram.com/p/CWCdWq4F08l/,Cloud Sky Water resources Water Plant Natural landscape Highland Tree Atmospheric phenomenon Bank Plant Happy Organism Font Cartoon Sky Adaptation Grass People in nature Cloud,"Natural places like forests and wetlands remove carbon dioxide from the atmosphere, making them natural climate solutions. Give your favorite forest or wetland a shout-out in the comments!

Learn more about natural climate solutions and how you can help these places do what they were designed to do at the link in bio. #CooperativeAction",5163,35,0.168032787,0.823770492,0.004098361,0.004098361,0.411564626,0.003401361,0.241496599,0.343537415
116,https://www.instagram.com/p/CWE-V_0lI1y/,Sky Tent Mountain Outdoor recreation Biome Landscape Mountainous landforms Shade Tints and shades Recreation,"Need gift ideas? We've got plenty (like these twinkle lights!) that will please even the choosiest camper on your list. 🏕️ Click the link in our bio to check out our collection of gift guides.

Photo: @andrewbydlon",5003,11,0.007462687,0.97761194,0.007462687,0.007462687,0.004464286,0.09375,0.897321429,0.004464286
117,https://www.instagram.com/p/CWHevEmJC--/,Smile Sky Azure Natural environment Flash photography Happy Mountain People in nature Travel Bedrock Footwear Shoe Leg People in nature Sky Outdoor shoe Outdoor recreation Mountain Bedrock Slope,"Stand out on and off the trail with our limited edition @teva x @cotopaxi collection. Made with repurposed and recycled materials that keep you warm and cozy, whether you're setting up camp or running errands around town.

#REIpartner: @cerowastecindy",3651,32,0.231060606,0.761363636,0.003787879,0.003787879,0.004098361,0.12704918,0.25,0.618852459
118,https://www.instagram.com/p/CWJhaEsBR_H/,Plant Sky Mountain Ecoregion Natural landscape Bedrock Highland Tree Terrain Watercourse Sky Mountain Natural landscape Bedrock Terrain Mountainous landforms Landscape Geological phenomenon Formation Outcrop,"This Veteran's Day, the National Park Service is honoring those who have served our country with free admittance for all visitors to the national parks. Here are a few of our favorite park views. #HappyVeteransDay 

Photos: @ash_malino, @vince_wanders",9660,33,0.004098361,0.946721311,0.004098361,0.045081967,0.740196078,0.200980392,0.053921569,0.004901961
119,https://www.instagram.com/p/CWLseICJyRo/,Sleeve Luggage and bags Font Bag Shoulder bag Electric blue Travel Baggage Brand Fashion accessory,"We’re busting out the deals. Get great outdoor gear & clothing, Nov 12-22, up to 30% off. Visit the link in our bio to gear up and get out. Discount based on original prices. While supplies last.",1723,27,0.423611111,0.006944444,0.006944444,0.5625,0.004464286,0.049107143,0.004464286,0.941964286
120,https://www.instagram.com/p/CWOUBHoM33X/,Plant Rabbit Tree Grass Fawn Whiskers Rabbits and Hares Snout Domestic rabbit Wildlife,"Looks like some bunny loves their Tiny Tent! Tap the link in our bio to shop this and other gifts for your pet.

Photo: @stayathomebun",22428,439,0.008064516,0.169354839,0.814516129,0.008064516,0.145833333,0.006944444,0.701388889,0.145833333
121,https://www.instagram.com/p/CWUUlAHloX-/,Brown Sky Mountain Natural landscape Bedrock Mountainous landforms Natural arch Cloud Landscape Formation,"Did you get outside this weekend? Tell us what you did using only emojis. We'll go first: 🥾🌳 #OptOutside

Photo: @timeout_outside",16108,351,0.007462687,0.97761194,0.007462687,0.007462687,0.088709677,0.008064516,0.89516129,0.008064516
122,https://www.instagram.com/p/CWYc0O3pfSF/,Snow Water resources Sky Mountain Plant People in nature Slope Highland Tree Larch,"Where are you celebrating #NationalHikingDay?

Photo: @theintrovertsjourney",3977,32,0.008064516,0.975806452,0.008064516,0.008064516,0.25,0.704545455,0.022727273,0.022727273
123,https://www.instagram.com/p/CWeL6PYhwOX/,Mountain Sky Plant Plant community Tent Biome Landscape Morning Mountainous landforms Natural landscape,"Happy #NationalCampDay! To celebrate, we want to see your favorite camp setup. Tag us with #REIchallenge, and we'll share a few of our favorites next week. ⛺ #optoutside 

Photo: @anggeventure",11810,40,0.007462687,0.97761194,0.007462687,0.007462687,0.983695652,0.005434783,0.005434783,0.005434783
124,https://www.instagram.com/p/CWgSYJ6J_39/,Sky Cloud Wood Shade Real estate Composite material Tree Outdoor furniture Facade Comfort,"Give an instant getaway in the form of an REI + @hipcamp gift card bundle. Two gift cards, one big adventure. Link in bio.

#REIpartner: @cerowastecindy",4058,28,0.007462687,0.007462687,0.007462687,0.97761194,0.005154639,0.211340206,0.005154639,0.778350515
125,https://www.instagram.com/p/CWj4QU2FDSp/,Sky Mountain Ecoregion People in nature Travel Highland Leisure Grassland Mountainous landforms Landscape,Winter adventures are more fun when you're warm. We have a few insulated jackets that can help. Head to the link in our bio for our favorites.,3199,25,0.008064516,0.975806452,0.008064516,0.008064516,0.00877193,0.096491228,0.885964912,0.00877193
126,https://www.instagram.com/p/CWmeocUlWW-/,Plant Mountain Sky Water Ecoregion Tent Wood Natural landscape Tree Atmospheric phenomenon Sky Tent Plant community Plant Ecoregion Tarpaulin Light Nature Leaf Shade Sky Mountain Ecoregion Plant Natural landscape Larch Highland Snow Evergreen Slope,"For last week's #REIchallenge we asked you to share your camp set ups ⛺️🌲Here are some of our favorites. #OptOutside

Photos: @matt_inthe_hatt, @davimoo, @mountainsofcookies",13300,37,0.002906977,0.99127907,0.002906977,0.002906977,0.840277778,0.145833333,0.006944444,0.006944444
127,https://www.instagram.com/p/CWpByMaNRb4/,Hair Hand Smile Water Wood Leisure Travel Happy Recreation Drink,"Truth be told, we just put the stuff that tops our own wish lists in one place for your browsing pleasure. Click the link in our bio to check out our best gifts for hikers and backpackers. 🥾⛺",1623,7,0.394230769,0.009615385,0.201923077,0.394230769,0.005154639,0.108247423,0.520618557,0.365979381
128,https://www.instagram.com/p/CWrq06blBuS/,Light Leisure Electric blue Recreation Sand Human leg Eyewear Landscape Fun Sitting,"*Pens holiday wish list. Adds Teva x Cotopaxi ReEmber Slip-Ons.* 

#REIpartner: @vagabondhearts",9030,80,0.733870968,0.169354839,0.008064516,0.088709677,0.007462687,0.007462687,0.380597015,0.604477612
129,https://www.instagram.com/p/CWtGtlQrSAv/,Sky Mountain Cloud Plant Snow Tree Larch Natural landscape Highland Sunlight,"Thankful for fresh air and good views. #OptOutside

Photo: @forestoutside",14767,53,0.00877193,0.973684211,0.00877193,0.00877193,0.011904762,0.011904762,0.726190476,0.25
130,https://www.instagram.com/p/CWvrkD8Fplz/,People in nature Leaf Flash photography Wood Branch Yellow Twig Trunk Sunlight Sky,"Our doors are closed today, but our minds are open. Let’s reflect on how we can make outdoor culture more welcoming for everyone, everywhere. Find out how at the link in bio. #OptOutside",2841,50,0.088709677,0.89516129,0.008064516,0.008064516,0.005747126,0.58045977,0.235632184,0.17816092
131,https://www.instagram.com/p/CWyXPokjiYr/,Sky Mountain Cloud Snow Smile Plant Slope People in nature Ice cap Outdoor recreation,"We're all smiles for the start of Cyber Week (11/27-12/6). Visit the link in bio to save up to 30% on gear, apparel and more. Discount based on original prices while supplies last.

Photo: @isabel_berger",10061,34,0.156716418,0.529850746,0.007462687,0.305970149,0.08974359,0.004273504,0.004273504,0.901709402
132,https://www.instagram.com/p/CX1OlgquVFe/,Outerwear Sports equipment Musical instrument Sleeve Snowboard Workwear Snowboarding Ski Equipment Font Personal protective equipment,"The designer behind REI's snow outerwear set out with a single mission: To get more people outside. To do this, she created a line in a range of sizes at affordable prices. The pants and jackets are fit for any snow activity, from skiing powder to sledding hills ⛷🏂 Click the link in our bio to learn more about her journey.",1677,8,0.396103896,0.006493506,0.006493506,0.590909091,0.003184713,0.289808917,0.544585987,0.162420382
133,https://www.instagram.com/p/CX6W9sjuSMG/,Cloud Sky Plant Snow Natural environment Natural landscape Slope Larch Tree Branch,"Wishing you a day of fresh air and picturesque trails. ❄️ Happy Holidays from REI.

Photo: @pnw.intothewild",13326,51,0.008064516,0.975806452,0.008064516,0.008064516,0.491935484,0.008064516,0.008064516,0.491935484
134,https://www.instagram.com/p/CXCWTo3DFbA/,Tire Wheel Rabbit Automotive tire Rabbits and Hares Whiskers Toy Cup Snout Tableware,"Tiny Tents fuel tiny adventures. ✨ We want to see your pets in their at-home camp setup. Tag us with #REIchallenge, and we'll share a few of our favorites next week. 

Photo: @stayathomebun",13204,275,0.008064516,0.008064516,0.975806452,0.008064516,0.985294118,0.004901961,0.004901961,0.004901961
135,https://www.instagram.com/p/CXE2_TJhjQ6/,Bottle Liquid Sky Drinkware Fluid Alcoholic beverage Glass bottle Plastic bottle Tree Mountain,"Holiday shopping, but make it easy. 🎁 We've created gift guides for the snowboarders, skiiers, campers and fresh-air-lovers on your list, so you can spend less time shopping and more time outside-ing. Tap the link in bio to peep our gift guides. 

Photo: @faithaurora_",4565,23,0.082089552,0.156716418,0.753731343,0.007462687,0.003401361,0.003401361,0.819727891,0.173469388
136,https://www.instagram.com/p/CXM-AlZs7e0/,Ecoregion Mountain Nature Sunlight Bedrock Sky Biome Tree Landscape Morning,"That feeling when your holiday shopping is nearly done, and you can finally hit the trail again 🌲 #optoutside

Photo: @joehvn",12328,52,0.009615385,0.971153846,0.009615385,0.009615385,0.00877193,0.096491228,0.885964912,0.00877193
137,https://www.instagram.com/p/CXPpc6YpZRV/,Hair Water Hairstyle Sky Flash photography Happy Beach Sunlight Thigh Waist Hair Water Nature Azure Flash photography Beach People in nature Coastal and oceanic landforms Lake Happy,#REIpartner @vagabondhearts compiled a list of Mother Earth-approved gift ideas for the outdoorsy person in your life. Link in bio.,18401,135,0.318897638,0.673228346,0.003937008,0.003937008,0.354166667,0.145833333,0.493055556,0.006944444
138,https://www.instagram.com/p/CXWhwjzO0WX/,Sky Plant Water resources Mountain Natural landscape Tree Larch Fluvial landforms of streams Highland Watercourse,"Weekends are for adventures. #OptOutside

Photo: @jennalow07",12885,38,0.006944444,0.979166667,0.006944444,0.006944444,0.018518519,0.018518519,0.944444444,0.018518519
139,https://www.instagram.com/p/CXZ2FHqlVbS/,Liquid Electric blue Technology Automotive lighting Auto part Font Cable Fashion accessory Circuit component Electronic component,What's in your emergency car kit? Click on the link in our bio for our picks to keep you prepared.,3497,21,0.37195122,0.006097561,0.067073171,0.554878049,0.117021277,0.010638298,0.861702128,0.010638298
140,https://www.instagram.com/p/CX_nF4St13W/,Car Vehicle Automotive tail & brake light Trunk Motor vehicle Automotive lighting Sky Bumper Automotive tire Automotive exterior,"Out with the old, in with the new! This Dec 27–
Jan 31, REI Co-op Members will earn a 10% bonus on all eligible used gear trade-ins (and get free shipping). Offer valid online and at participating stores. Terms & conditions apply. (Link in bio.) #REImember",8755,29,0.005747126,0.005747126,0.005747126,0.982758621,0.00308642,0.00308642,0.00308642,0.990740741
141,https://www.instagram.com/p/CXcayGKIABy/,Sky Ecoregion Natural environment Travel Mountain Shade Leisure Morning Landscape Window,"Anyone else dream of waking up to views like this? #OptOutside

Photo: @elizabethasheets",12443,100,0.096491228,0.885964912,0.00877193,0.00877193,0.010638298,0.010638298,0.968085106,0.010638298
142,https://www.instagram.com/p/CXfEQZOtCmv/,Cloud Sky Mountain Natural landscape Highland Bedrock Mountainous landforms Mountain range Geological phenomenon Landscape,Dreaming of a winter escape? Get 20% off selected 2022 REI adventure travel trips when you book December 10–20 (link in bio). Terms and conditions apply.,6582,21,0.006944444,0.979166667,0.006944444,0.006944444,0.004901961,0.151960784,0.004901961,0.838235294
143,https://www.instagram.com/p/CXkPC9ktAQK/,Sky Snow Cloud Mountain Slope Outdoor recreation Ice cap Glacial landform Hiking equipment Recreation,"Tackling the trails this winter? We can help, with snowshoes available exclusively to REI members ❄️ Learn more at the link in bio. #REImember #OptOutside

Photo: @brandwild",5004,18,0.006944444,0.215277778,0.006944444,0.770833333,0.31097561,0.006097561,0.006097561,0.676829268
144,https://www.instagram.com/p/CXr3pjbo6LO/,Snow Slope Tree Glacial landform Outdoor recreation People in nature Terrain Plant Twig Freezing,"Break out of hibernation for the best of the fourth season. Tap the link in bio for our staff's favorite gear for snowshoeing.

Photo: @elizabethasheets",6045,18,0.007462687,0.455223881,0.007462687,0.529850746,0.006944444,0.006944444,0.979166667,0.006944444
145,https://www.instagram.com/p/CXujhPONspt/,Water Sky Daytime Flash photography Sleeve Happy Lake Travel Tower Beauty Footwear Water Shoe Sky Leg yoga pant Human body Outdoor shoe Knee Sleeve,"Have a year-round runner on your holiday list? #REIpartner @mikahmey shares his @brooksrunning cold-weather tips and gear picks with us:

❄️️ Layer. I’ve been wearing @BrooksRunning vests, jackets and long-sleeve shirts for the past month to run in weather ranging from 15° to 50°. 

🧤 Wear gloves. I’ll typically double up with a less breathable pair on top. I'll remove them once my hands heat up. 

👟 Wear appropriate shoes. Don’t use your normal road runners on icy jaunts. Instead, opt for a grippier shoe like the Brooks Cascadia Trail Runners. For intense situations, @Yaktraxtraction can add additional grip.",3209,25,0.700819672,0.290983607,0.004098361,0.004098361,0.032110092,0.383792049,0.582568807,0.001529052
146,https://www.instagram.com/p/CXwKTS_s-Qy/,Sky Mountain Cloud Snow Plant Slope Tree Larch Highland Terrain,"Happy #FirstDayofWinter! How are you spending it?

Photo: @misswanderingsoul",10548,82,0.009615385,0.971153846,0.009615385,0.009615385,0.759259259,0.203703704,0.018518519,0.018518519
147,https://www.instagram.com/p/CY-KTFCvSj7/,Manhole cover Wood Gas Telephone Corded phone Font Button Metal Circle Manhole,Here's one more reason to whip up waffles for breakfast: They're great for endurance activities. Recipe by @chefmariahines at the link in our bio.,7838,118,0.25,0.008064516,0.008064516,0.733870968,0.008064516,0.008064516,0.975806452,0.008064516
148,https://www.instagram.com/p/CY1tGTUpMDp/,Flower Sky Plant Cloud Natural landscape Grass Grassland Plain Horizon Landscape,"Celebrate #MLKDay with us by supporting legislation that protects everyone’s right to vote.

Voting is one of the most powerful ways to make sure our voices are heard and count toward change.

Learn more and take action at the REI Cooperative Action Network (link in bio).",4456,0,0.00877193,0.973684211,0.00877193,0.00877193,0.75170068,0.003401361,0.003401361,0.241496599
149,https://www.instagram.com/p/CY5HeduoaO4/,Human body Geological phenomenon Formation Art Tints and shades Natural landscape Landscape Electric blue Peach Heat,"What WFH day dreams are made of.✨ 

Photo: @tilly_sullivan",15075,87,0.331168831,0.590909091,0.006493506,0.071428571,0.328125,0.484375,0.015625,0.171875
150,https://www.instagram.com/p/CYDJoLFg7VO/,Snow People in nature Slope Luggage and bags Ski Equipment Outdoor recreation Freezing Terrain Bag Tree,"Due to limited supply, we’re reserving new snowshoes and cross-country skis, boots, poles and bindings just for REI Co-op Members thru 3/1/22. Selection varies by location. While supplies last. (Link in bio.) #REImember",7825,39,0.006944444,0.284722222,0.006944444,0.701388889,0.003521127,0.038732394,0.003521127,0.954225352
151,https://www.instagram.com/p/CYFUIaLOR7x/,Cloud Snow Sky Mountain Water Freezing Mountainous landforms Whiskers Electric blue Dog breed,"Doggles (aka dog goggles) are the hiking accessory you didn't know you needed 🐶

Photo: @olliethelillauggie",17574,149,0.082089552,0.529850746,0.305970149,0.082089552,0.105769231,0.009615385,0.875,0.009615385
152,https://www.instagram.com/p/CYINBwAJhTd/,Sky Plant community Plant Shade Tree Tent Camping Grass Biome Outdoor furniture,"Everyone: ""What are you doing for NYE?"" 
Us: 🏕️

Thanks for the inspo, @lauraiz! #REIpartner",8162,292,0.008064516,0.733870968,0.008064516,0.25,0.013513514,0.013513514,0.148648649,0.824324324
153,https://www.instagram.com/p/CYKcfRauTmD/,Cloud Sky Mountain Ecoregion Natural landscape Highland Slope Terrain Horizon Landscape,"Here's to another amazing year outside. For our final #REIchallenge of 2021, we want to see your favorite outdoor moment from the past year. We'll reshare our favorites next week!

Photo: @adventureswithjoshkel",8824,21,0.00877193,0.973684211,0.00877193,0.00877193,0.495098039,0.495098039,0.004901961,0.004901961
154,https://www.instagram.com/p/CYP6s14IRHa/,Plant Yoga mat Arm yoga pant Leg Active pants Happy Thigh Sportswear Grass,"Practicing yoga on a regular basis can increase flexibility, improve balance and promote mindfulness, among many other benefits. Want to develop your own practice? Tap the link in our bio for tips on getting started.",1298,6,0.97761194,0.007462687,0.007462687,0.007462687,0.004464286,0.004464286,0.763392857,0.227678571
155,https://www.instagram.com/p/CYRpQ-rpk_A/,Shorts Sleeve Font Pattern Sportswear Linens T-shirt Denim Fashion accessory Trunks,"@vuoriclothing is a go-to during or after your workout. Where are you wearing them?

Shop Vuori at the link in bio.",1856,25,0.885964912,0.00877193,0.00877193,0.096491228,0.011904762,0.011904762,0.964285714,0.011904762
156,https://www.instagram.com/p/CYSmkkhF_2L/,Water Mountain Bedrock Fluvial landforms of streams Watercourse Mountainous landforms Formation Geological phenomenon Outcrop Landscape Mountain Sky Cloud Leg Standing Gesture Travel Landscape Mountainous landforms Formation Cloud Sky Mountain Snow Slope Highland Ski Equipment Ice cap Terrain Landscape,"For last week's #REIchallenge, we asked you to share your favorite moments from 2021. Here are a few of our favorites.

Photos: @life_well.lived, @viewfinderstravel, @wanderingadult",12796,70,0.029411765,0.804812834,0.002673797,0.163101604,0.979166667,0.006944444,0.006944444,0.006944444
157,https://www.instagram.com/p/CYXv86lodtY/,Footwear Plant Shorts Plant community People in nature Sports equipment Sky Tree Natural landscape Outdoor recreation,"Want to become a better runner this year? There are exercises that can help. Head to the link in our bio for a rundown of our favorites. 

Photo: @briwithaview",5514,15,0.006493506,0.590909091,0.006493506,0.396103896,0.423611111,0.215277778,0.354166667,0.006944444
158,https://www.instagram.com/p/CYZWpJ5JmHX/,Water Sky Cloud People on beach People in nature Flash photography Happy Beach Gesture Sunset,"Join us every Thursday beginning 1/13 for an IG LIVE workout with some of our favorite friends, presented by some of our favorite fitness brands! To learn more, head to link in bio.",1579,23,0.007462687,0.97761194,0.007462687,0.007462687,0.446078431,0.151960784,0.299019608,0.102941176
159,https://www.instagram.com/p/CYepK9fJt4a/,Jeans Sky Dress shirt Sleeve Waist Thigh Grass Knee Wood Blazer Footwear Jeans Sky Leg Plant Flash photography People in nature Happy Cool Eyewear,"For one #REImember, a pair of sweats became more than a WFH staple—they symbolized comfort during a year when little else felt normal. Read her story at the link in our bio.

Photos: @andrewbydlon",1842,17,0.987179487,0.004273504,0.004273504,0.004273504,0.004901961,0.446078431,0.544117647,0.004901961
160,https://www.instagram.com/p/CYkQ6OnvzFq/,Cap Cricket cap Azure Black Sleeve Baseball cap Grey Font Cool Electric blue Sleeve Headgear Beard Cap Facial hair Moustache Event Fashion accessory Knit cap Winter Cloud Sky Plant Building Asphalt Brick Motor vehicle City Facade Brickwork Tire Automotive tire Snow Vehicle Sunglasses Wheel Helmet Cap Goggles Eyewear,"We're excited to share that, starting this month, you can purchase an @urbannativeera hat or beanie online (or at select REI stores). 

Urban Native Era is an independent, sustainability focused, Indigenous-owned-and-operated brand. Your purchase supports Indigenous entrepreneurship and helps Urban Native Era's efforts to fund causes they care about. Head over to their IG page to learn more about what they do.

Photos: @urbannativeera, @jocelynxmoore, @misscoachgio, @jadethemighty",23445,605,0.497933884,0.022727273,0.064049587,0.415289256,0.670506912,0.048387097,0.002304147,0.278801843
161,https://www.instagram.com/p/CYkn6IZIRH_/,Sky Cloud Snow Plant Nature Slope Branch Larch Tree Twig,"Don't let frigid temps stop you from making turns all winter. Click the link in our bio to check out our favorite cold-weather armor, including super-warm mitts, insulating puffies and yes, even electric boot heaters.

Photo: @caddymollins",10071,43,0.009615385,0.971153846,0.009615385,0.009615385,0.003521127,0.003521127,0.954225352,0.038732394
162,https://www.instagram.com/p/CYnF5DcIb3w/,Outerwear Product Textile Sleeve Grey Collar Pattern Creative arts Fashion design Woolen,"These aren’t just workout clothes from @athleta. They’re morning-meeting, deep-breathing, after-school-pickup-ing and all-around-crushing-it clothes. Tag a friend in the comments who never stops moving.

Shop Athleta at the link in bio.",1402,14,0.975806452,0.008064516,0.008064516,0.008064516,0.08974359,0.004273504,0.303418803,0.602564103
163,https://www.instagram.com/p/CYsW2GNFKR7/,Land vehicle Building Car Tire Plant Shorts Infrastructure Wheel Sky Road surface Car Vehicle Tire Motor vehicle Hood Automotive lighting Automotive design Volkswagen type 2 Wheel Vehicle door Happy Waist Wood Leisure Knee Human leg Flooring Fashion design Thigh Grass,Just because the mountains are covered in snow doesn't mean you can't get outside for a great run 🏃‍♀️ Learn how @vagabondhearts gears up and hits the road at the link in our bio.,3741,23,0.349009901,0.002475248,0.002475248,0.646039604,0.590909091,0.136363636,0.266233766,0.006493506
164,https://www.instagram.com/p/CYt9Zk-N6C_/,Snow Slope Paragliding Parachuting Sky Freezing Headgear Parachute Windsports Geological phenomenon,"Don't throw your tent in storage just yet. Tap the link in bio for tips to make your next (or first) cold-weather campout a success. #optoutside

Photo: @g.q",8723,56,0.00877193,0.184210526,0.00877193,0.798245614,0.005154639,0.005154639,0.984536082,0.005154639
165,https://www.instagram.com/p/CYxZSpoJOtW/,Sky Mountain Snow Sports equipment Slope Hiking equipment Ski Equipment Headgear Ski pole Terrain Sky Snow Slope Mountain Sports equipment Glacial landform Freezing Tree Ice cap Terrain Smile Sky Cloud Snow Mountain Slope Jacket Hat Ice cap Mountainous landforms,"Have you had a chance to watch our latest Co-op Studios film, @spiritofthepeaks? It tells the story of Hunkpapa Lakota skier Connor Ryan (@sacredstoke) who finds himself caught between athletic passion and cultural obligation as he learns to be better to the mountains he skis and to the people who once called them home. You can watch the full film at the link in our bio. 

Photos by @micsteeze 

Thanks to our film partners at @nativessutdoors and @wondercamp.co as well as @protectourwinters, @salomonfreeski and @peakdesign.",4957,19,0.002538071,0.205583756,0.002538071,0.789340102,0.19612069,0.368534483,0.002155172,0.433189655
166,https://www.instagram.com/p/CYz91kBu710/,Watch Hand Gesture Finger Clock Analog watch Rock-climbing equipment Elbow Wrist Outdoor shoe,"Got health and fitness goals for the new year? We rounded up our 7 favorite wearables to help you track them (link in bio).

Photo: @andrewbydlon",1667,11,0.5625,0.006944444,0.145833333,0.284722222,0.006097561,0.006097561,0.676829268,0.31097561
167,https://www.instagram.com/p/CZ0VxkQMAQB/,Footwear Sky Snow Mountain Sports equipment Tree Ski boot Slope Cloud Winter sport,"Snow pants ✔️️
 Trekking poles ✔️️
 Gaiters ✔️️
 Sweet views ✔️️✔️️✔️️ 

Head to the link in our bio for a list of everything you might need for your next snowshoe adventure.

Photo: @elizabethasheets",6802,68,0.007462687,0.007462687,0.082089552,0.902985075,0.056701031,0.005154639,0.932989691,0.005154639
168,https://www.instagram.com/p/CZ2nqu9NlKj/,Food Cloud Sky Ingredient Staple food Gesture Fast food Cuisine Mountain Baked goods,"Anyone else a fan of the pocket burrito? Snap a pic of your favorite trail snack and tag us at #REIchallenge for a chance to be featured.

Click the link in our bio for—brace yourself—an ode to the all-time trail snack. 🌯

Photo by @andrewbydlon",6405,169,0.902985075,0.007462687,0.082089552,0.007462687,0.515748031,0.003937008,0.476377953,0.003937008
169,https://www.instagram.com/p/CZ5fiq7p2PE/,Sky Car Tire Cloud Land vehicle Vehicle Wheel Plant Automotive tire Motor vehicle,"Winter can be cold and wet, but these jackets are warm and dry. Click the link in our bio to check out our favorite hard and softshells for the fourth season.

#REIpartner: @gabriellenelson_",7101,79,0.007462687,0.007462687,0.604477612,0.380597015,0.005747126,0.005747126,0.982758621,0.005747126
170,https://www.instagram.com/p/CZ7mNvSh8RH/,Outerwear Shoe White Blue Green Azure Black Fashion Textile Sleeve,What we’re wearing: Check out some of the co-op’s favorite running gear! Link in bio. @runjanji,1339,32,0.971153846,0.009615385,0.009615385,0.009615385,0.009615385,0.009615385,0.586538462,0.394230769
171,https://www.instagram.com/p/CZ9x9z_sDD8/,Cloud Sky People in nature Travel Happy Plant Smile Bedrock Formation Landscape,"Anyone else see a heart, or is it just us? Happy Valentine's Day ❤️ #OptOutside

Photo: @oshiehikeeatcamp",5418,99,0.00877193,0.973684211,0.00877193,0.00877193,0.622807018,0.00877193,0.359649123,0.00877193
172,https://www.instagram.com/p/CZATgdeNoUr/,Sky Cloud Snow Mountain Slope Ice cap Gesture Outdoor recreation Freezing Terrain,"Weekends are for cold climbs and snowy views. For this week's #REIchallenge, we want to see how you're getting out in the snow. We'll reshare our favorites next week.

Photo: @simply.angella",5790,58,0.088709677,0.008064516,0.008064516,0.89516129,0.494565217,0.005434783,0.494565217,0.005434783
173,https://www.instagram.com/p/CZDapyQt_OV/,Snow Mountain Slope Tree Helmet Sports equipment Outdoor recreation Terrain Ski boot Freezing,"""Please shrink it and pink it,"" said no one, ever. Thankfully, our top women's jackets, pants and bibs for skiing and snowboarding are awesome in their own right. These are our favorites for resort, backcountry and more.

Photo: @kylaicooley",5316,27,0.007462687,0.007462687,0.082089552,0.902985075,0.098130841,0.004672897,0.892523364,0.004672897
174,https://www.instagram.com/p/CZF_crFN-Nv/,Snow Plant People in nature Mountain Slope Sky Branch Tree Outdoor recreation Terrain,"Did you know that REI Co-op Members get discounts on rentals, ski and snowboard shop services, and lift tickets? Check out all your member benefits for snow season at the link in bio. #REImember

Photo: @eringexplores",7043,127,0.008064516,0.975806452,0.008064516,0.008064516,0.004098361,0.004098361,0.536885246,0.454918033
175,https://www.instagram.com/p/CZSizwUOVph/,Food Ingredient Recipe Staple food Fines herbes Dish Cuisine Produce Rice Comfort food,"Whether you're barbecuing in your backyard or camping in the backcountry, this crunchy cauliflower salad hits high marks for nutrition and flavor. Get the recipe at the link in our bio.",2292,29,0.97761194,0.007462687,0.007462687,0.007462687,0.17816092,0.005747126,0.810344828,0.005747126
176,https://www.instagram.com/p/CZYDSCZJdJc/,yoga pant Sky Active pants Cloud Sleeve Knee Thigh Waist Sportswear Exercise Joint Shoulder Active tank Neck Sports bra Sky Thigh Knee Sportswear Waist,"Movement specialist @elenashapeshifts is happiest when moving her body. She takes delight in teaching yoga with gear from Vuori, Manduka and more. Shop her favorite gear and apparel at the link in our bio.",3009,21,0.987704918,0.004098361,0.004098361,0.004098361,0.005154639,0.005154639,0.984536082,0.005154639
177,https://www.instagram.com/p/CZa2Ut2rWBk/,Food Hand Ingredient Recipe Cuisine Popcorn Cream Finger Dish Clotted cream,"This DIY hot chocolate recipe is a less-processed take on the chocolatey drink of your youth. The only question is: What will you top it with?

Get the recipe at the link in our bio.",4189,19,0.973684211,0.00877193,0.00877193,0.00877193,0.006097561,0.067073171,0.859756098,0.067073171
178,https://www.instagram.com/p/CZcTsLTJyjk/,Sky Mountain Snow Slope Travel Tree Glacial landform Freezing Mountainous landforms Mountain range,"Breakfast in bed. 🍳 #optoutside

Photo: @rafamundando",10624,77,0.007462687,0.604477612,0.007462687,0.380597015,0.203703704,0.018518519,0.759259259,0.018518519
